Simulation,Halo_ID,B/A_max_prob,B/A_mean,B/A_std,B/A_16th,B/A_50th,B/A_84th,C/A_max_prob,C/A_mean,C/A_std,C/A_16th,C/A_50th,C/A_84th,sigmaB_max_prob,sigmaB_mean,sigmaB_std,sigmaB_16th,sigmaB_50th,sigmaB_84th,sigmaC_max_prob,sigmaC_mean,sigmaC_std,sigmaC_16th,sigmaC_50th,sigmaC_84th
r569.romulus25.3072g1HsbBH,1,0.6643967193447098,0.6682417828033185,0.014873978745904024,0.6617295197607804,0.6667325673350718,0.6723533872470411,0.1756117940137242,0.20186833209985897,0.052267869988028355,0.1733054418459592,0.1760104880813452,0.26399981371857084,0.09454032105689468,0.1405188716175819,0.10951788283918125,0.09454032105689468,0.09812892417320046,0.18378055695139367,0.04386966163144145,0.09948572809297215,0.12871952209874177,0.04083690497544407,0.04409075892321669,0.26087361801287196
r571.romulus25.3072g1HsbBH,1,0.800714300207873,0.7747055044244701,0.05009586101371941,0.740757670649774,0.7992183555253889,0.804813960795508,0.13579466940250545,0.17550104487082524,0.05781987426942596,0.13607817476707512,0.13838905044971037,0.25254127777697083,0.037300538012455836,0.11136779358967569,0.13597939013827653,0.030865960394456635,0.04091457517657898,0.30881210036815465,0.02491240071579998,0.12011900024017345,0.1683999398789075,0.024218278889945544,0.026332153967019517,0.35371475798748625
r597.romulus25.3072g1HsbBH,1,0.84708360446853,0.8054151008360597,0.06659194868762205,0.7243414181161247,0.8459358427063305,0.84768301565589,0.15043015352514866,0.18981326972545423,0.059928895792440554,0.15108288259343186,0.15258149408225113,0.2709951344414125,0.0018109568613546446,0.08356989350139474,0.14742019669495016,0.00121089253625926,0.0034669864906284858,0.28127422160234083,0.01745722780401823,0.09981604880632826,0.15138611434597143,0.01730317065602828,0.018941167372539272,0.3324373264377587
r613.romulus25.3072g1HsbBH,1,0.7501568647726036,0.7331350145785891,0.040008508153908044,0.6935208345900314,0.7495840537868084,0.7590323146069979,0.13561419081289022,0.1835118170594235,0.0667986524775624,0.13539092191823282,0.13693331571119785,0.25588240101375337,0.1317164747157823,0.1868791623985901,0.1196156095958126,0.12724982804192062,0.1451123086401756,0.34707817924834505,0.005406673069525295,0.1088402788509931,0.16022526979528842,0.0034115899113455793,0.00688511737489068,0.3229524804268843
r614.romulus25.3072g1HsbBH,1,0.7701006345987274,0.7456697501430569,0.04107951631551166,0.6939328018845093,0.7621970261962291,0.7720555370279722,0.14129745045361292,0.17968498605546582,0.06155493386121642,0.14070774153594967,0.14204283050570765,0.25500070470334574,0.149977959910365,0.18320951583504547,0.10379788229235587,0.14199726349489458,0.1529985913329441,0.30069700290201257,0.007887675526105909,0.11671933339612064,0.1639973725353939,0.006327406793111965,0.008647939774336373,0.3266128307494139
r615.romulus25.3072g1HsbBH,1,0.5987237079888847,0.6113273774062967,0.030827501160064105,0.5972558686267795,0.6016108937894581,0.6313115607564181,0.29566255009409986,0.3161980449246836,0.047239496458484215,0.2931038069784475,0.29502049669522823,0.3560575366481439,0.051017868558706436,0.09576626423470716,0.1220738491086466,0.04812782318330644,0.05460691698391568,0.06463456967318731,0.03128374697428415,0.08802939552859906,0.13330058840847664,0.02955080037869454,0.03128374697428415,0.10937597730803808
r618.romulus25.3072g1HsbBH,1,0.36794109121833923,0.4168379160731089,0.08991791406885166,0.3678603886055193,0.3693279249122897,0.5394552628020554,0.31296686353142233,0.3128885058859704,0.01775158425385449,0.3127705883249644,0.31338234753383476,0.31394734266636404,0.009378173624165237,0.06187513759832904,0.12368599348372283,0.009378173624165237,0.011640165091381846,0.06412857765067811,0.003759335216719174,0.04943223591541416,0.11548555813905483,0.0016504521322508762,0.004817545418362705,0.008187680866749456
r634.romulus25.3072g1HsbBH,1,0.6581940919504626,0.6654555330484846,0.023925277257767323,0.6577911756805248,0.6670997335261089,0.6730483842586755,0.1525531226885327,0.18550737168503137,0.06035258676824654,0.15225035262336994,0.15390278336187962,0.2700458994849641,0.10692509935579197,0.16520784898114788,0.1192049640229168,0.10682766610376919,0.114978374839132,0.273980917332173,0.017388945135893195,0.06664178531682614,0.12055026884193473,0.016505140282413344,0.018956815188051104,0.07476419695696353
r642.romulus25.3072g1HsbBH,1,0.7570673314858034,0.7397762688349858,0.03985889209183436,0.7165733295467938,0.7545401210033217,0.7586994810171322,0.1351041727681911,0.16486183858168396,0.052846426879905505,0.1339538677577917,0.13516318952469453,0.21942538367754663,0.019748272082612546,0.09673555634752973,0.14105508206990405,0.018479554364561,0.025810847849451403,0.2802938793389792,0.01978337945743107,0.08708663736338179,0.13020672353861254,0.018454900625130395,0.019674266788827003,0.3063930441071787
r656.romulus25.3072g1HsbBH,1,0.859381357867716,0.8261915704911759,0.0544437477874438,0.7662002023377451,0.853625359720171,0.8572930871107488,0.15581106552619794,0.1862780866155623,0.05721873686556841,0.15399346702599342,0.15529549766245915,0.25869169959636923,0.04610658918551264,0.08510429099255475,0.11061791850198135,0.03822560095450822,0.04355076565384545,0.07232349931374314,0.017522686804464328,0.09294316391198258,0.153737014664828,0.015555150182106162,0.01722743863421553,0.3048551097906722
